time,leftHandPosX,leftHandPosY,leftHandPosZ,rightHandPosX,rightHandPosY,rightHandPosZ
20,76003,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,78381,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,79219,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,79989,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,8051,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,81208,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,81787,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,82334,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,83127,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,8367,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,8422,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,84756,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,85291,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,85816,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,86358,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,86916,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,87469,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,88037,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,88575,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,89118,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,89647,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,90332,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,91051,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,91554,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,92091,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,92617,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,93145,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,93679,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,94221,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,94752,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,95316,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,9585,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,9636,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,96919,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,97431,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,97939,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,98442,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,98958,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
20,99452,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
21,00042,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
21,00578,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
21,01113,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
21,0162,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
21,02154,-0,2453791,-0,05,0,8263398,-0,04762757,-0,05,0,796433
